Done By,Document Name,Document Date,Document Type,Document Source,Document Location,Street Address,City,Province,Postal Code,Price,Listing ID,Property Type,Building Type,Storeys,Community Name,Title,Land Size Length,Land Size Length Unit,Land Size Width,Land Size Width Unit,Parking Type,Description,Amenities Nearby,Features,Parking Type,Total Parking Spaces,Basement Features,Basement Type,Bathrooms,Bedrooms Above Grade,Bedrooms Below Grade,Cooling,Exterior Finish,Heating Fuel,Heating Type,Style,Room Level,Room Type,Room Length,Room Length Unit,Room Width,Room Width Unit,Walk Score,Dependence,Realtor Name,Realtor Phone Number,Real Estate Company,Real Estate Address,Real Estate City,Real Estate Province,Real Estate Postal Code,Real Estate Phone Number,Real Estae Fax Number
Robin Wilke,V1107713,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15362397/1523-PARKWAY-BV-Coquitla...,,1523 Parkway Blvd,Coquitlam,BC,V3E2V7,"$4,288,000.00",V1107713,Single Family,House,,,Freehold,18836,Sq Ft,,,,"The best luxury home in the plateau. Outstanding unobstructed 180 degree view of Mt.Baker, Fraser valley. Custom built by Canada's award winning builder. Top line finishings throughout. Over 8000sf of the best designed layout. Master bedroom on the main overlooking the tremendous view. Three spacious bedrooms all with ensuites on the upper floor. Beside is another great room on the top floor that can be adjusted to your needs. Full facilities, media room, gym, game room, wet bar, steam room, and wine cellar all inclusive in this grand home. Furthermore enjoy your summer/outdoor time with hot tub and swimming pool. Too much to mention, call for showing!
","Golf Course, Recreation",,,,Unknown,Unknown (FInished),7,4 total,,Air conditioned,,,,Detached,,,,,,,48,Car-Dependent,Emily Y Zhou,604-761-1228,RE/MAX All Points Realty Grp,#101 - 1020 Austin Ave,Coquitlam,BC,V3K3P1,604-936-0422,604-936-2751
Robin Wilke,V1108240,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15374829,,3506 W 35th Ave,Vancouver,BC,V6N2N5,"$6,980,000.00",V1108240,Single Family,House,,,Freehold,9100,Sq Ft,,,,"Elegant BEST CUSTOM BUILT QUALITY HOME in the desirable Dunbar neighborhood. Offers 6000 SF of living space on 4 spacious level with 7 BDRMS. THis residences include a sensation gourmet kitchen with high end stainless appliances, separate wok kitchen, spacious open floor plan, main floor has high ceilings, hardwood floor & gas fireplace. Features include air conditioning, HRV, all appliances, sauna, hot tub, wet bar, wine cellar. HOME THEATRE. Custom designed indoor pool, secured fence yard etc. Kerrisdale Elementary & Point Grey Secondary school catchment. CROFTON & YORK HOUSE, ST GEORGES PRIVATE SCHOOLS, UBC, SHOPPING, TRANSIT. MUST SEE!
","Recreation, Shopping",,,,Unknown,Unknown (Finished),8,7 total,,Air conditioned,,,,Detached,,,,,,,66,Somewhat Walkable,Cecilia Xie,604-728-0986,Sutton Group West Coast (VanCam),7547 Camble St,Vancouver,BC,V6P3H6,604-322-3000,604-322-9399
Robin Wilke,V1108381,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15379721/126-TALISMAN-AV-Vancouve...,,126 Talisman Ave,Vancouver,BC,V5Y2L7,"$4,080,000.00",V1108381,Single Family,House,,,Freehold,42.92,Not listed,129,Not listed,,"Custom built quality home. Super location, next to Hillcrest Park and close to QE Park, 3912 SF, lot size 43x129 (5537 SF). 5 bedrooms, 1 den, 4.5 bathrooms & 3 cars garage. Spacious layout. Top quality materials & craftsmanship, air conditioning, gourmet kitchen, home theatre, steam & sauna room, wet bar. Wolfe Elementary School and Eric Hamber Secondary School nearby. All measurements are approx. Buyer to verify. Seller seldom to live in, looks like brand new house.","Recreation, Shopping","Central location, Wet bar",,,Unknown,Unknown (Finished),5,5 total,,Air conditioned,,,,Detached,,,,,,,79,Very Walkable,Stella Yiu,604-889-1288,Sutton Group West Coast (VanCam),7547 Camble St,Vancouver,BC,V6P3H6,604-322-3000,604-322-9399
Robin Wilke,V1109058,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15389258/-5103-1480-HOWE-ST-Vancou...,,#5103 1480 Howe St,Vancouver,BC,V6Z1C4,"$4,388,800.00",V1109058,Single Family,Apartment,,,Strata,,,,,,"VANCOUVER HOUSE! The Estates 3 bed rm, NW corner with amazing direct views of English Bay & the Mountains! The Estates finishing is over the top ... Boffi Kitchen, Sculptured Island, full height wine fridge, Herringbone hardwood flooring, dual electric blinds, Bjarke designed ensuite fixtures, Recognized as Vancouvers first Super Prime building This internationally award winning Architectural Master Piece by Bjarke Ingels. was 95% Sold out in a matter of weeks ... do not miss this opportunity to be an owner and enjoy the satisfaction of watching the building take shape until its scheduled completion in mid 2018. 52 storeys of Living Art!! Leeds Platinum building, the first for a residential tower.
","Recreation, Shopping",Central location,,,Unknown,None (Unknown),3,3,,"Air Conditioned, Unknown",,,,,,,,,,,94,Walker's Paradise,Mark Raymond,604-671-3003,RE/MAX Select Properties,5487 West Blvd,Vancouver,BC,V6M3W5,604-737-8865,604-737-8512
Robin Wilke,V1109592,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15400864/1336-W-KING-EDWARD-AV-...,,1336 W King Edward Ave,Vancouver,BC,V6H1Z9,"$4,398,000.00",V1109592,Single Family,House,,,Freehold,10500,Sq Ft,,,,"Wonderful Shaughnessy home originally built in 1929 and meticulously restored by its new owners to her former glory! Nothing has been overlooked in this total renovation including a new roof, plumbing, electrical, flooring, bathrooms and kitchen. This immaculate jewel is ready to be loved and enjoyed. Situated on almost 11,000 square feet of land, the sunny back yard can be enjoyed on THREE decks. The fabulous landscaped yard and exterior matches the quality of the home's interior. This home simply must be seen to be appreciated! Schedule your Private Viewing today!! Hurray, this one won't last!
",,,,,Unknown,Full (Unknown),4,3 total,,,,,,Detached,,,,,,,73,Very Walkable,Dale Mounzer,778-875-8011,Macdonald Realty Ltd,1050 Howe St,Vancouver,BC,V6Z1P5,604-689-5115,604-689-5665
Robin Wilke,V1109972,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15405891/1645-SOUTHLANDS-LN-Whis...,,1645 Southalnds Ln,Whistler,BC,V0N1B1,"$4,695,000.00",V1109972,Single Family,House,,,Strata,,,,,,"Perched atop a dramatic hillside, this contemporary rancher capitalizes on a stunning setting with its simple and beautiful design. The 4600 square foot home sits on 2.06 acres alongside a picturesque 25-foot waterfall amidst mature trees, with spectacular views of the Tantalus Range. A grand approach brings you to the front entrance, nestled between the home's two wings. To the right, five bedrooms await family and friends, with dual masters and an ensuite for each space, and to the left, open concept living, media room and access out to the expansive private terrace. The Sundance was designed by North Architecture and built by Vision Pacific, leaders in modern mountain estates.
","Recreation, Ski hill","Cul-de-sac, Private setting, Treed, Gated community",,,Unknown,None (Unknown),6,5,,Air Conditioned,,,,Detached,,,,,,,7,Car-Dependent,John Ryan,604-932-7670,Whistler Real Estate Co. Ltd.,#17 - 4308 Main Street,Whistler,BC,V0N1B4,604-932-5538,604-932-1279
Robin Wilke,V1111101,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15430898/5863-104TH-ST-Ladner-British...,,5863 104th St,Ladner,BC,V4K3N3,"$4,150,000.00",V1111101,Single Family,House,,,Freehold,1447277,Sq Ft,,,,"CLOSE TO 40 ACRE BLUEBERRY FARM! Great location for a well producing blueberry farm located less than 5 minutes from Highway 99 and Highway 17. The field has been planted with Dukecrop and Bluecrop and produces about 400,000 lbs. per year. A full drip irrigation system has been installed with fertilizer injector system in place.",Golf course,,,,Unknown,None (Unknown),1,3,,,,,,Detached,,,,,,,0,Car-Dependent,Andy Lail,604-617-5827,Planet Group Realty Inc,"#266,  8128 - 128 Street",Surrey,BC,V3W1R1,604-572-1008,604-572-3008
Robin Wilke,V1111616,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15440605/2088-W-62ND-AV-Vancouver-...,,2088 W 62nd Ave,Vancouver,BC,V6P2G6,"$4,388,000.00",V1111616,Single Family,House,,,Freehold,10600,Sq Ft,,,,"SPECTACULAR opportunity, just under 1/4 acre corner lot in sought after SW Marine Drive district. BONUS: FABULOUS 6 bdrm, 7 baths home that was thoroughly renovated in 2013 with attention to STYLE & ELEGANCE. Almost 5600 square ft on 3 levels,ultra high & vaulted ceilings, gourmet & wok kitchen, X-large open concept entertainment rooms worthy of all your GRAND soirees & parties! All upstairs bdrms are fully ensuited including the SPA-like Mbdrm. Indulge everyone with the massive recreation room, theater room, SAUNA on lower level. Gorgeous sundrenched manicured lawns & lush landscaping. CENTRAL AIR CONDITIONING! Seller rentback? Quick access to UBC university, Magee & McKechnie , parks, golf courses, etc. City supports SUBDIVISION?
","Golf Course, Recreation, Shopping","Central location, Treed, Embedded oven",,,Unknown,Full (Finished),7,6 total,,Air Conditioned,,,,Detached,,,,,,,53,Somewhat Walkable,Katerina Tarbouskas,604-263-8800,Royal LePage Westside,#201 - 2107 West 40th Ave,Vancouver,BC,V6M1W4,604-263-8800,604-263-0864
Robin Wilke,V1111985,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15444526/6543-MAPLE-ST-Vancouver-B...,,6543 Maple St,Vancouver,BC,V6P5P1,"$4,080,000.00",V1111985,Single Family,House,,,Freehold,8320,Sq Ft,,,,"Luxury Home with complete reno into modern beauty in Kerrisdale. From new maple hardwood floor to computerized auto lighting. Faux painting & accent fireplace wall. New paint & drapes, completely renovated power room and washrooms. New stair railings & extra sun roof in place. Mudroom with custom closets. New top standard open concept kitchen, island & countertops with new French door. All bedrooms are ensuites & equipped with new drapes. Walk-in closets in Master also boasts double sink bathroom with jacuzzi. Large balcony to enjoy the sunset. Entertainment level: hardwood floors, expansive open space suitable for almost any purpose. With wet bar, dance floor, 14 S/sound theater, sauna, and extra BR. Custom garage flring. View now!
","Recreation, Shopping","Central location, Wet bar, Embedded oven",,,Unknown,Full (Unknown),5,5 total,,,,,,Detached,,,,,,,80,Very Walkable,Daniel Yu,604-671-0700,RE/MAX Real Estate Services,N410 - 650 West 41st Avenue,Vancouver,BC,V5Z2M9,604-263-2823,604-263-1057
Robin Wilke,V1112094,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15448422/4510-OSLER-ST-Vancouver-Br...,,4510 Osler St,vancouver,BC,V6H2Y1,"$4,480,000.00",V1112094,Single Family,House,,,Freehold,7200,Sq Ft,,,,"Exquisite custom built home in Shaughnessy area sits on a 60'x120' (7200 sq ft) corner lot. Over 5000 square ft functional floor plan, spacious living, dining & family rooms, floating staircase, granite & maple hardwood flooring throughout on main. Gourmet kitchen & wok kitchen with high end appliances & granite countertops. Upstairs with 4 bedrooms, all ensuites. Basement with huge recreation room with wet bar, home theatre, two guest bedrooms, hot tub & sauna room. Air conditioning, HRV, radiant floor heating, 3 car garage & beautifully landscaped garden. Emily Carr Elementary & Eric Hamber Secondary catchments. Close to transit, UBC, shops, restaurants & mins to Richmond or downtown.
",Shopping,"Central location, Private setting",,,Unknown,Unknown (Finished),8,6 total,,"Air Conditioned, Unknown",,,,,,,,,,,64,Somewhat Walkable,Winnie Y Chung,604-671-8260,Royal Pacific Realty Corp,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
Robin Wilke,V1112391,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15457573/5637-CYPRESS-ST-Vancouver...,,5637 Cypress St,Vancouver,BC,V6M3R5,"$4,350,000.00",V1112391,Single Family,House,,,Freehold,9150,Sq Ft,,,,"ATTENTION BUILDERS & INVESTORS! Big 75 x 122 (9,150 sq ft) at second Shaughnessy on a quiet tree lined street. This home can be teared down and build your dream home. School catchment: Quilchena Elementary & Point Grey Secondary. Close to all top private schools.",,,,,Unknown,Partial (Unknown),3,4 total,,,,,,Detached,,,,,,,90,Walker's Paradise,Na An,604-290-7798,Royal Pacific Realty Corp,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
Robin Wilke,V1113428,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15476230,,1010 W 57th Ave,Vancouver,BC,V6P1S5,"$5,000,000.00",V1113428,Single Family,House,,,Freehold,958.4803,m2,,,,"A truly master piece designed by award winning designer, Victor Eric design group & built by experienced west side builder, Tamanna. Magnificent custom built quality home located in prestigious South Granville location. This executive home comes with a total of 7076 SF (6328+748 LWH) and consists of 10 bedrooms, 10 bathrooms & 4 kitchens. High end appliances, gourmet kitchen wok kitchen, wet bar, home theatre, outdoor heated swimming pool, hot tub, steam bath, in & outdoor waterfall, central AC, HRV, fenced yard & everything you could think of. Churchill Sec, UBC, shopping, transit, easy access to Richmond. Absolute superb quality, design & workmanship. Definitely a pride of ownership.
",,Embedded oven,,,Unknown,Unknown (Finished),8,8 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,43,Car-Dependent,Tariq Malik,604-218-6036,Sutton Grp West Coast (VanCam),7547 Camble St,Vancouver,BC,V6P3H6,604-322-3000,604-322-9399
Robin Wilke,V1113467,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15476234/3749-W-11TH-AV-Vancouver-...,,3749 W 11th Ave,Vancouver,BC,V6R2K7,"$4,360,000.00",V1113467,Single Family,House,,,Freehold,6100,Sq Ft,,,,"Extraordinary custom designed new house located in prestigious Point Grey area. This three level, six bedroom & Den home featured with excellent floor plan. Four generous sized bedrooms upstairs with ensuites. Grand foyer with high ceiling, hardwood floor throughout. Large Gourmet Kitchen and Wok Kitchen with high-end cabinetry & appliances. Basement has a fantastic recreation room, media room, home theatre, wine cellar and sauna, including A/C, HRV, Radiant floor heating system and security system with TV & Camera. Security fenced yard with park-like Garden. STeps away from BC's top schools; Lord Bing Secondary and Queen Mary Elementary, close to West Point Grey Academy, St George and UBC. Move in anytime! Must See!
",,,,,Unknown,Unknown (Finished),6,6 total,,,,,,Detached,,,,,,,85,Very Walkable,"Susan Su
Robin Fu","778-323-6599
778-688-0806","RE/MAX Select Realty
Royal Pacific Realty Corp","4806 Main St
N550 - 650 West 41st Ave","Vancouver
Vancouver","BC
BC","V5V3R8
V5Z2M9","604-678-3333
604-266-8989","604-678-3331
604-266-6545"
Robin Wilke,V1113765,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15484156/17371-FEDORUK-RD-Richmo...,,17371 Fedoruk Rd,Richmond,BC,V6V1C6,"$4,500,000.00",V1113765,Single Family,House,,,Freehold,70434,Sq Ft,,,,"This Finely Crafted Mansion exudes Luxury. Over 1.6 Acres fully manicured Landscaping w. amazing open views. Your Private Estate features detailed mahogany woodwork, plaster domes, Tonnes of fine Crystal Chandeliers & Lutron liteControls. Captivate your guests w Your Lg Sunken LR offering 12' ceilings w Grand F/P. Only the best appliances for Your Gourmet Dream Kitchen inc. W/I freezer, Wok Kitchen, Oversized Granite Counter tops. 2 Grand Master Bedrooms, 1 on main, both w Spa like Ensuite baths, English style Library, Home Entertaining in your Home Theatre w. custom seating, Exercise room and Resort like Steam Rm, 3 Car Garage w Circular Drive for another 17 cars. Too many details to list in this must see Masterpiece.
",,Embedded oven,,,Unknown,None (Unknown),5,4,,"Air Conditioned, Unknown",,,,Detached,,,,,,,3,Car-Dependent,Michael Cowling,604-276-2335,RE/MAX Michael Crowling & Assoc,#110 - 6086 Russ Baker Way,Richmond,BC,"V7B1B4
V6P3H6",604-276-2335,604-271-2311
Robin Wilke,V1114000,6/2/2015,PDF,http://www.edb.gov.hk/en/student-parents/sch-info/sch-search/schlist-by-district/school-list-wts.html,,#703 277 Thurlow St,Vancouver,BC,V6C0C1,"$4,298,000.00",V1114000,Single Family,Apartment,,,Strata,,,,,,"Fantastic South/West/East facing 7th floor property is located in exclusive Three Harbour Green, Coal Harbour's finest waterfront development. Proudly developed by ASPAC Developments and designed by IBI Architects. This suite offers 2BR and 2.5 Bath with a total 2,300 sf of combined indoor and outdoor living space. Finished elegantly with Snaidero kitchens, L'O di Giotto bathrooms & MOVE closets, individual double underground garage, generous balcony with gas fireplace and 24 hr concierge. Fabulous amenities include a private club complete with squash court, virtual golf, movie theatre, indoor pool, swirl pool, sauna, steam room, yoga and massage rooms. Walking distance to school catchment: Lord Roberts Elem and King George Sec.
",,,,,Unknown,None (Unknown),3,2,,,,,,,,,,,,,96,Walker's Paradise,Sarina Han,778-882-0099,Royal Pacific Realty Corp,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
